,protein,layer,value
27241,DBH,IVa,
27242,NET,IVa,
27243,DBH,IVb,
27244,NET,IVb,
27245,DBH,IVc,
27246,NET,IVc,
27247,DBH,IVc,
27248,NET,IVc,
27249,DBH,V,
27250,NET,V,
27251,DBH,VI,
27252,NET,VI,
27253,DBH,I,
27254,NET,I,
27255,DBH,II,
27256,NET,II,
27257,DBH,III,
27258,NET,III,
27259,DBH,IVa,
27260,NET,IVa,
27261,DBH,IVb,
27262,NET,IVb,
27263,DBH,IVc,
27264,NET,IVc,
27265,DBH,IVc,
27266,NET,IVc,
27267,DBH,V,
27268,NET,V,
27269,DBH,VI,
27270,NET,VI,
27271,DBH,I,
27272,NET,I,
27273,DBH,II,
27274,NET,II,
27275,DBH,III,
27276,NET,III,
27277,DBH,IVa,
27278,NET,IVa,
27279,DBH,IVb,
27280,NET,IVb,
27281,DBH,IVc,
27282,NET,IVc,
27283,DBH,IVc,
27284,NET,IVc,
27285,DBH,V,
27286,NET,V,
27287,DBH,VI,
27288,NET,VI,
27289,DBH,I,
27290,NET,I,
27291,DBH,II,
27292,NET,II,
27293,DBH,III,
27294,NET,III,
27295,DBH,IVa,
27296,NET,IVa,
27297,DBH,IVb,
27298,NET,IVb,
27299,DBH,IVc,
27300,NET,IVc,
27301,DBH,IVc,
27302,NET,IVc,
27303,DBH,V,
27304,NET,V,
27305,DBH,VI,
27306,NET,VI,
27307,DBH,I,
27308,NET,I,
27309,DBH,II,
27310,NET,II,
27311,DBH,III,
27312,NET,III,
27313,DBH,IVa,
27314,NET,IVa,
27315,DBH,IVb,
27316,NET,IVb,
27317,DBH,IVc,
27318,NET,IVc,
27319,DBH,IVc,
27320,NET,IVc,
27321,DBH,V,
27322,NET,V,
27323,DBH,VI,
27324,NET,VI,
27325,DBH,I,
27326,NET,I,
27327,DBH,II,
27328,NET,II,
27329,DBH,III,
27330,NET,III,
27331,DBH,IVa,
27332,NET,IVa,
27333,DBH,IVb,
27334,NET,IVb,
27335,DBH,IVc,
27336,NET,IVc,
27337,DBH,IVc,
27338,NET,IVc,
27339,DBH,V,
27340,NET,V,
27341,DBH,VI,
27342,NET,VI,
27343,DBH,I,
27344,NET,I,
27345,DBH,II,
27346,NET,II,
27347,DBH,III,
27348,NET,III,
27349,DBH,IVa,
27350,NET,IVa,
27351,DBH,IVb,
27352,NET,IVb,
27353,DBH,IVc,
27354,NET,IVc,
27355,DBH,IVc,
27356,NET,IVc,
27357,DBH,V,
27358,NET,V,
27359,DBH,VI,
27360,NET,VI,
27361,DBH,I,
27362,NET,I,
27363,DBH,II,
27364,NET,II,
27365,DBH,III,
27366,NET,III,
27367,DBH,IVa,
27368,NET,IVa,
27369,DBH,IVb,
27370,NET,IVb,
27371,DBH,IVc,
27372,NET,IVc,
27373,DBH,IVc,
27374,NET,IVc,
27375,DBH,V,
27376,NET,V,
27377,DBH,VI,
27378,NET,VI,
27379,DBH,I,
27380,NET,I,
27381,DBH,II,
27382,NET,II,
27383,DBH,III,
27384,NET,III,
27385,DBH,IVa,
27386,NET,IVa,
27387,DBH,IVb,
27388,NET,IVb,
27389,DBH,IVc,
27390,NET,IVc,
27391,DBH,IVc,
27392,NET,IVc,
27393,DBH,V,
27394,NET,V,
27395,DBH,VI,
27396,NET,VI,
27397,DBH,I,
27398,NET,I,
27399,DBH,II,
27400,NET,II,
27401,DBH,III,
27402,NET,III,
27403,DBH,IVa,
27404,NET,IVa,
27405,DBH,IVb,
27406,NET,IVb,
27407,DBH,IVc,
27408,NET,IVc,
27409,DBH,IVc,
27410,NET,IVc,
27411,DBH,V,
27412,NET,V,
27413,DBH,VI,
27414,NET,VI,
27415,DBH,I,
27416,NET,I,
27417,DBH,II,
27418,NET,II,
27419,DBH,III,
27420,NET,III,
27421,DBH,IVa,
27422,NET,IVa,
27423,DBH,IVb,
27424,NET,IVb,
27425,DBH,IVc,
27426,NET,IVc,
27427,DBH,IVc,
27428,NET,IVc,
27429,DBH,V,
27430,NET,V,
27431,DBH,VI,
27432,NET,VI,
27433,DBH,I,
27434,NET,I,
27435,DBH,II,
27436,NET,II,
27437,DBH,III,
27438,NET,III,
27439,DBH,IVa,
27440,NET,IVa,
27441,DBH,IVb,
27442,NET,IVb,
27443,DBH,IVc,
27444,NET,IVc,
27445,DBH,IVc,
27446,NET,IVc,
27447,DBH,V,
27448,NET,V,
27449,DBH,VI,
27450,NET,VI,
27451,DBH,I,
27452,NET,I,
27453,DBH,II,
27454,NET,II,
27455,DBH,III,
27456,NET,III,
27457,DBH,IVa,
27458,NET,IVa,
27459,DBH,IVb,
27460,NET,IVb,
27461,DBH,IVc,
27462,NET,IVc,
27463,DBH,IVc,
27464,NET,IVc,
27465,DBH,V,
27466,NET,V,
27467,DBH,VI,
27468,NET,VI,
27469,DBH,I,
27470,NET,I,
27471,DBH,II,
27472,NET,II,
27473,DBH,III,
27474,NET,III,
27475,DBH,IVa,
27476,NET,IVa,
27477,DBH,IVb,
27478,NET,IVb,
27479,DBH,IVc,
27480,NET,IVc,
27481,DBH,IVc,
27482,NET,IVc,
27483,DBH,V,
27484,NET,V,
27485,DBH,VI,
27486,NET,VI,
27487,DBH,I,
27488,NET,I,
27489,DBH,II,
27490,NET,II,
27491,DBH,III,
27492,NET,III,
27493,DBH,IVa,
27494,NET,IVa,
27495,DBH,IVb,
27496,NET,IVb,
27497,DBH,IVc,
27498,NET,IVc,
27499,DBH,IVc,
27500,NET,IVc,
27501,DBH,V,
27502,NET,V,
27503,DBH,VI,
27504,NET,VI,
27505,DBH,I,
27506,NET,I,
27507,DBH,II,
27508,NET,II,
27509,DBH,III,
27510,NET,III,
27511,DBH,IVa,
27512,NET,IVa,
27513,DBH,IVb,
27514,NET,IVb,
27515,DBH,IVc,
27516,NET,IVc,
27517,DBH,IVc,
27518,NET,IVc,
27519,DBH,V,
27520,NET,V,
27521,DBH,VI,
27522,NET,VI,
27523,DBH,I,
27524,NET,I,
27525,DBH,II,
27526,NET,II,
27527,DBH,III,
27528,NET,III,
27529,DBH,IVa,
27530,NET,IVa,
27531,DBH,IVb,
27532,NET,IVb,
27533,DBH,IVc,
27534,NET,IVc,
27535,DBH,IVc,
27536,NET,IVc,
27537,DBH,V,
27538,NET,V,
27539,DBH,VI,
27540,NET,VI,
27541,DBH,I,
27542,NET,I,
27543,DBH,II,
27544,NET,II,
27545,DBH,III,
27546,NET,III,
27547,DBH,IVa,
27548,NET,IVa,
27549,DBH,IVb,
27550,NET,IVb,
27551,DBH,IVc,
27552,NET,IVc,
27553,DBH,IVc,
27554,NET,IVc,
27555,DBH,V,
27556,NET,V,
27557,DBH,VI,
27558,NET,VI,
27559,DBH,I,
27560,NET,I,
27561,DBH,II,
27562,NET,II,
27563,DBH,III,
27564,NET,III,
27565,DBH,IVa,
27566,NET,IVa,
27567,DBH,IVb,
27568,NET,IVb,
27569,DBH,IVc,
27570,NET,IVc,
27571,DBH,IVc,
27572,NET,IVc,
27573,DBH,V,
27574,NET,V,
27575,DBH,VI,
27576,NET,VI,
27577,DBH,I,
27578,NET,I,
27579,DBH,II,
27580,NET,II,
27581,DBH,III,
27582,NET,III,
27583,DBH,IVa,
27584,NET,IVa,
27585,DBH,IVb,
27586,NET,IVb,
27587,DBH,IVc,
27588,NET,IVc,
27589,DBH,IVc,
27590,NET,IVc,
27591,DBH,V,
27592,NET,V,
27593,DBH,VI,
27594,NET,VI,
27595,DBH,I,
27596,NET,I,
27597,DBH,II,
27598,NET,II,
27599,DBH,III,
27600,NET,III,
27601,DBH,IVa,
27602,NET,IVa,
27603,DBH,IVb,
27604,NET,IVb,
27605,DBH,IVc,
27606,NET,IVc,
27607,DBH,IVc,
27608,NET,IVc,
27609,DBH,V,
27610,NET,V,
27611,DBH,VI,
27612,NET,VI,
27613,DBH,I,
27614,NET,I,
27615,DBH,II,
27616,NET,II,
27617,DBH,III,
27618,NET,III,
27619,DBH,IVa,
27620,NET,IVa,
27621,DBH,IVb,
27622,NET,IVb,
27623,DBH,IVc,
27624,NET,IVc,
27625,DBH,IVc,
27626,NET,IVc,
27627,DBH,V,
27628,NET,V,
27629,DBH,VI,
27630,NET,VI,
27631,DBH,I,
27632,NET,I,
27633,DBH,II,
27634,NET,II,
27635,DBH,III,
27636,NET,III,
27637,DBH,IVa,
27638,NET,IVa,
27639,DBH,IVb,
27640,NET,IVb,
27641,DBH,IVc,
27642,NET,IVc,
27643,DBH,IVc,
27644,NET,IVc,
27645,DBH,V,
27646,NET,V,
27647,DBH,VI,
27648,NET,VI,
27649,DBH,I,
27650,NET,I,
27651,DBH,II,
27652,NET,II,
27653,DBH,III,
27654,NET,III,
27655,DBH,IVa,
27656,NET,IVa,
27657,DBH,IVb,
27658,NET,IVb,
27659,DBH,IVc,
27660,NET,IVc,
27661,DBH,IVc,
27662,NET,IVc,
27663,DBH,V,
27664,NET,V,
27665,DBH,VI,
27666,NET,VI,
27667,DBH,I,
27668,NET,I,
27669,DBH,II,
27670,NET,II,
27671,DBH,III,
27672,NET,III,
27673,DBH,IVa,
27674,NET,IVa,
27675,DBH,IVb,
27676,NET,IVb,
27677,DBH,IVc,
27678,NET,IVc,
27679,DBH,IVc,
27680,NET,IVc,
27681,DBH,V,
27682,NET,V,
27683,DBH,VI,
27684,NET,VI,
27685,DBH,I,
27686,NET,I,
27687,DBH,II,
27688,NET,II,
27689,DBH,III,
27690,NET,III,
27691,DBH,IVa,
27692,NET,IVa,
27693,DBH,IVb,
27694,NET,IVb,
27695,DBH,IVc,
27696,NET,IVc,
27697,DBH,IVc,
27698,NET,IVc,
27699,DBH,V,
27700,NET,V,
27701,DBH,VI,
27702,NET,VI,
27703,DBH,I,
27704,NET,I,
27705,DBH,II,
27706,NET,II,
27707,DBH,III,
27708,NET,III,
27709,DBH,IVa,
27710,NET,IVa,
27711,DBH,IVb,
27712,NET,IVb,
27713,DBH,IVc,
27714,NET,IVc,
27715,DBH,IVc,
27716,NET,IVc,
27717,DBH,V,
27718,NET,V,
27719,DBH,VI,
27720,NET,VI,
27721,DBH,I,
27722,NET,I,
27723,DBH,II,
27724,NET,II,
27725,DBH,III,
27726,NET,III,
27727,DBH,IVa,
27728,NET,IVa,
27729,DBH,IVb,
27730,NET,IVb,
27731,DBH,IVc,
27732,NET,IVc,
27733,DBH,IVc,
27734,NET,IVc,
27735,DBH,V,
27736,NET,V,
27737,DBH,VI,
27738,NET,VI,
27739,DBH,I,
27740,NET,I,
27741,DBH,II,
27742,NET,II,
27743,DBH,III,
27744,NET,III,
27745,DBH,IVa,
27746,NET,IVa,
27747,DBH,IVb,
27748,NET,IVb,
27749,DBH,IVc,
27750,NET,IVc,
27751,DBH,IVc,
27752,NET,IVc,
27753,DBH,V,
27754,NET,V,
27755,DBH,VI,
27756,NET,VI,
27757,DBH,I,
27758,NET,I,
27759,DBH,II,
27760,NET,II,
27761,DBH,III,
27762,NET,III,
27763,DBH,IVa,
27764,NET,IVa,
27765,DBH,IVb,
27766,NET,IVb,
27767,DBH,IVc,
27768,NET,IVc,
27769,DBH,IVc,
27770,NET,IVc,
27771,DBH,V,
27772,NET,V,
27773,DBH,VI,
27774,NET,VI,
27775,DBH,I,
27776,NET,I,
27777,DBH,II,
27778,NET,II,
27779,DBH,III,
27780,NET,III,
27781,DBH,IVa,
27782,NET,IVa,
27783,DBH,IVb,
27784,NET,IVb,
27785,DBH,IVc,
27786,NET,IVc,
27787,DBH,IVc,
27788,NET,IVc,
27789,DBH,V,
27790,NET,V,
27791,DBH,VI,
27792,NET,VI,
27793,DBH,I,
27794,NET,I,
27795,DBH,II,
27796,NET,II,
27797,DBH,III,
27798,NET,III,
27799,DBH,IVa,
27800,NET,IVa,
27801,DBH,IVb,
27802,NET,IVb,
27803,DBH,IVc,
27804,NET,IVc,
27805,DBH,IVc,
27806,NET,IVc,
27807,DBH,V,
27808,NET,V,
27809,DBH,VI,
27810,NET,VI,
27811,DBH,I,
27812,NET,I,
27813,DBH,II,
27814,NET,II,
27815,DBH,III,
27816,NET,III,
27817,DBH,IVa,
27818,NET,IVa,
27819,DBH,IVb,
27820,NET,IVb,
27821,DBH,IVc,
27822,NET,IVc,
27823,DBH,IVc,
27824,NET,IVc,
27825,DBH,V,
27826,NET,V,
27827,DBH,VI,
27828,NET,VI,
27829,DBH,I,
27830,NET,I,
27831,DBH,II,
27832,NET,II,
27833,DBH,III,
27834,NET,III,
27835,DBH,IVa,
27836,NET,IVa,
27837,DBH,IVb,
27838,NET,IVb,
27839,DBH,IVc,
27840,NET,IVc,
27841,DBH,IVc,
27842,NET,IVc,
27843,DBH,V,
27844,NET,V,
27845,DBH,VI,
27846,NET,VI,
27847,DBH,I,
27848,NET,I,
27849,DBH,II,
27850,NET,II,
27851,DBH,III,
27852,NET,III,
27853,DBH,IVa,
27854,NET,IVa,
27855,DBH,IVb,
27856,NET,IVb,
27857,DBH,IVc,
27858,NET,IVc,
27859,DBH,IVc,
27860,NET,IVc,
27861,DBH,V,
27862,NET,V,
27863,DBH,VI,
27864,NET,VI,
27865,DBH,I,
27866,NET,I,
27867,DBH,II,
27868,NET,II,
27869,DBH,III,
27870,NET,III,
27871,DBH,IVa,
27872,NET,IVa,
27873,DBH,IVb,
27874,NET,IVb,
27875,DBH,IVc,
27876,NET,IVc,
27877,DBH,IVc,
27878,NET,IVc,
27879,DBH,V,
27880,NET,V,
27881,DBH,VI,
27882,NET,VI,
27883,DBH,I,
27884,NET,I,
27885,DBH,II,
27886,NET,II,
27887,DBH,III,
27888,NET,III,
27889,DBH,IVa,
27890,NET,IVa,
27891,DBH,IVb,
27892,NET,IVb,
27893,DBH,IVc,
27894,NET,IVc,
27895,DBH,IVc,
27896,NET,IVc,
27897,DBH,V,
27898,NET,V,
27899,DBH,VI,
27900,NET,VI,
27901,DBH,I,
27902,NET,I,
27903,DBH,II,
27904,NET,II,
27905,DBH,III,
27906,NET,III,
27907,DBH,IVa,
27908,NET,IVa,
27909,DBH,IVb,
27910,NET,IVb,
27911,DBH,IVc,
27912,NET,IVc,
27913,DBH,IVc,
27914,NET,IVc,
27915,DBH,V,
27916,NET,V,
27917,DBH,VI,
27918,NET,VI,
27919,DBH,I,
27920,NET,I,
27921,DBH,II,
27922,NET,II,
27923,DBH,III,
27924,NET,III,
27925,DBH,IVa,
27926,NET,IVa,
27927,DBH,IVb,
27928,NET,IVb,
27929,DBH,IVc,
27930,NET,IVc,
27931,DBH,IVc,
27932,NET,IVc,
27933,DBH,V,
27934,NET,V,
27935,DBH,VI,
27936,NET,VI,
27937,DBH,I,
27938,NET,I,
27939,DBH,II,
27940,NET,II,
27941,DBH,III,
27942,NET,III,
27943,DBH,IVa,
27944,NET,IVa,
27945,DBH,IVb,
27946,NET,IVb,
27947,DBH,IVc,
27948,NET,IVc,
27949,DBH,IVc,
27950,NET,IVc,
27951,DBH,V,
27952,NET,V,
27953,DBH,VI,
27954,NET,VI,
27955,DBH,I,
27956,NET,I,
27957,DBH,II,
27958,NET,II,
27959,DBH,III,
27960,NET,III,
27961,DBH,IVa,
27962,NET,IVa,
27963,DBH,IVb,
27964,NET,IVb,
27965,DBH,IVc,
27966,NET,IVc,
27967,DBH,IVc,
27968,NET,IVc,
27969,DBH,V,
27970,NET,V,
27971,DBH,VI,
27972,NET,VI,
27973,DBH,I,
27974,NET,I,
27975,DBH,II,
27976,NET,II,
27977,DBH,III,
27978,NET,III,
27979,DBH,IVa,
27980,NET,IVa,
27981,DBH,IVb,
27982,NET,IVb,
27983,DBH,IVc,
27984,NET,IVc,
27985,DBH,IVc,
27986,NET,IVc,
27987,DBH,V,
27988,NET,V,
27989,DBH,VI,
27990,NET,VI,
27991,DBH,I,
27992,NET,I,
27993,DBH,II,
27994,NET,II,
27995,DBH,III,
27996,NET,III,
27997,DBH,IVa,
27998,NET,IVa,
27999,DBH,IVb,
28000,NET,IVb,
28001,DBH,IVc,
28002,NET,IVc,
28003,DBH,IVc,
28004,NET,IVc,
28005,DBH,V,
28006,NET,V,
28007,DBH,VI,
28008,NET,VI,
28009,DBH,I,
28010,NET,I,
28011,DBH,II,
28012,NET,II,
28013,DBH,III,
28014,NET,III,
28015,DBH,IVa,
28016,NET,IVa,
28017,DBH,IVb,
28018,NET,IVb,
28019,DBH,IVc,
28020,NET,IVc,
28021,DBH,IVc,
28022,NET,IVc,
28023,DBH,V,
28024,NET,V,
28025,DBH,VI,
28026,NET,VI,
28027,DBH,I,
28028,NET,I,
28029,DBH,II,
28030,NET,II,
28031,DBH,III,
28032,NET,III,
28033,DBH,IVa,
28034,NET,IVa,
28035,DBH,IVb,
28036,NET,IVb,
28037,DBH,IVc,
28038,NET,IVc,
28039,DBH,IVc,
28040,NET,IVc,
28041,DBH,V,
28042,NET,V,
28043,DBH,VI,
28044,NET,VI,
28045,DBH,I,
28046,NET,I,
28047,DBH,II,
28048,NET,II,
28049,DBH,III,
28050,NET,III,
28051,DBH,IVa,
28052,NET,IVa,
28053,DBH,IVb,
28054,NET,IVb,
28055,DBH,IVc,
28056,NET,IVc,
28057,DBH,IVc,
28058,NET,IVc,
28059,DBH,V,
28060,NET,V,
28061,DBH,VI,
28062,NET,VI,
28063,DBH,I,
28064,NET,I,
28065,DBH,II,
28066,NET,II,
28067,DBH,III,
28068,NET,III,
28069,DBH,IVa,
28070,NET,IVa,
28071,DBH,IVb,
28072,NET,IVb,
28073,DBH,IVc,
28074,NET,IVc,
28075,DBH,IVc,
28076,NET,IVc,
28077,DBH,V,
28078,NET,V,
28079,DBH,VI,
28080,NET,VI,
28081,DBH,I,
28082,NET,I,
28083,DBH,II,
28084,NET,II,
28085,DBH,III,
28086,NET,III,
28087,DBH,IVa,
28088,NET,IVa,
28089,DBH,IVb,
28090,NET,IVb,
28091,DBH,IVc,
28092,NET,IVc,
28093,DBH,IVc,
28094,NET,IVc,
28095,DBH,V,
28096,NET,V,
28097,DBH,VI,
28098,NET,VI,
28099,DBH,I,
28100,NET,I,
28101,DBH,II,
28102,NET,II,
28103,DBH,III,
28104,NET,III,
28105,DBH,IVa,
28106,NET,IVa,
28107,DBH,IVb,
28108,NET,IVb,
28109,DBH,IVc,
28110,NET,IVc,
28111,DBH,IVc,
28112,NET,IVc,
28113,DBH,V,
28114,NET,V,
28115,DBH,VI,
28116,NET,VI,
28117,DBH,I,
28118,NET,I,
28119,DBH,II,
28120,NET,II,
28121,DBH,III,
28122,NET,III,
28123,DBH,IVa,
28124,NET,IVa,
28125,DBH,IVb,
28126,NET,IVb,
28127,DBH,IVc,
28128,NET,IVc,
28129,DBH,IVc,
28130,NET,IVc,
28131,DBH,V,
28132,NET,V,
28133,DBH,VI,
28134,NET,VI,
28135,DBH,I,
28136,NET,I,
28137,DBH,II,
28138,NET,II,
28139,DBH,III,
28140,NET,III,
28141,DBH,IVa,
28142,NET,IVa,
28143,DBH,IVb,
28144,NET,IVb,
28145,DBH,IVc,
28146,NET,IVc,
28147,DBH,IVc,
28148,NET,IVc,
28149,DBH,V,
28150,NET,V,
28151,DBH,VI,
28152,NET,VI,
28153,DBH,I,
28154,NET,I,
28155,DBH,II,
28156,NET,II,
28157,DBH,III,
28158,NET,III,
28159,DBH,IVa,
28160,NET,IVa,
28161,DBH,IVb,
28162,NET,IVb,
28163,DBH,IVc,
28164,NET,IVc,
28165,DBH,IVc,
28166,NET,IVc,
28167,DBH,V,
28168,NET,V,
28169,DBH,VI,
28170,NET,VI,
28171,DBH,I,
28172,NET,I,
28173,DBH,II,
28174,NET,II,
28175,DBH,III,
28176,NET,III,
28177,DBH,IVa,
28178,NET,IVa,
28179,DBH,IVb,
28180,NET,IVb,
28181,DBH,IVc,
28182,NET,IVc,
28183,DBH,IVc,
28184,NET,IVc,
28185,DBH,V,
28186,NET,V,
28187,DBH,VI,
28188,NET,VI,
28189,DBH,I,
28190,NET,I,
28191,DBH,II,
28192,NET,II,
28193,DBH,III,
28194,NET,III,
28195,DBH,IVa,
28196,NET,IVa,
28197,DBH,IVb,
28198,NET,IVb,
28199,DBH,IVc,
28200,NET,IVc,
28201,DBH,IVc,
28202,NET,IVc,
28203,DBH,V,
28204,NET,V,
28205,DBH,VI,
28206,NET,VI,
28207,DBH,I,
28208,NET,I,
28209,DBH,II,
28210,NET,II,
28211,DBH,III,
28212,NET,III,
28213,DBH,IVa,
28214,NET,IVa,
28215,DBH,IVb,
28216,NET,IVb,
28217,DBH,IVc,
28218,NET,IVc,
28219,DBH,IVc,
28220,NET,IVc,
28221,DBH,V,
28222,NET,V,
28223,DBH,VI,
28224,NET,VI,
28225,DBH,I,
28226,NET,I,
28227,DBH,II,
28228,NET,II,
28229,DBH,III,
28230,NET,III,
28231,DBH,IVa,
28232,NET,IVa,
28233,DBH,IVb,
28234,NET,IVb,
28235,DBH,IVc,
28236,NET,IVc,
28237,DBH,IVc,
28238,NET,IVc,
28239,DBH,V,
28240,NET,V,
28241,DBH,VI,
28242,NET,VI,
28243,DBH,I,
28244,NET,I,
28245,DBH,II,
28246,NET,II,
28247,DBH,III,
28248,NET,III,
28249,DBH,IVa,
28250,NET,IVa,
28251,DBH,IVb,
28252,NET,IVb,
28253,DBH,IVc,
28254,NET,IVc,
28255,DBH,IVc,
28256,NET,IVc,
28257,DBH,V,
28258,NET,V,
28259,DBH,VI,
28260,NET,VI,
28261,DBH,I,
28262,NET,I,
28263,DBH,II,
28264,NET,II,
28265,DBH,III,
28266,NET,III,
28267,DBH,IVa,
28268,NET,IVa,
28269,DBH,IVb,
28270,NET,IVb,
28271,DBH,IVc,
28272,NET,IVc,
28273,DBH,IVc,
28274,NET,IVc,
28275,DBH,V,
28276,NET,V,
28277,DBH,VI,
28278,NET,VI,
28279,DBH,I,
28280,NET,I,
28281,DBH,II,
28282,NET,II,
28283,DBH,III,
28284,NET,III,
28285,DBH,IVa,
28286,NET,IVa,
28287,DBH,IVb,
28288,NET,IVb,
28289,DBH,IVc,
28290,NET,IVc,
28291,DBH,IVc,
28292,NET,IVc,
28293,DBH,V,
28294,NET,V,
28295,DBH,VI,
28296,NET,VI,
28297,DBH,I,
28298,NET,I,
28299,DBH,II,
28300,NET,II,
28301,DBH,III,
28302,NET,III,
28303,DBH,IVa,
28304,NET,IVa,
28305,DBH,IVb,
28306,NET,IVb,
28307,DBH,IVc,
28308,NET,IVc,
28309,DBH,IVc,
28310,NET,IVc,
28311,DBH,V,
28312,NET,V,
28313,DBH,VI,
28314,NET,VI,
28315,DBH,I,
28316,NET,I,
28317,DBH,II,
28318,NET,II,
28319,DBH,III,
28320,NET,III,
28321,DBH,IVa,
28322,NET,IVa,
28323,DBH,IVb,
28324,NET,IVb,
28325,DBH,IVc,
28326,NET,IVc,
28327,DBH,IVc,
28328,NET,IVc,
28329,DBH,V,
28330,NET,V,
28331,DBH,VI,
28332,NET,VI,
28333,DBH,I,
28334,NET,I,
28335,DBH,II,
28336,NET,II,
28337,DBH,III,
28338,NET,III,
28339,DBH,IVa,
28340,NET,IVa,
28341,DBH,IVb,
28342,NET,IVb,
28343,DBH,IVc,
28344,NET,IVc,
28345,DBH,IVc,
28346,NET,IVc,
28347,DBH,V,
28348,NET,V,
28349,DBH,VI,
28350,NET,VI,
28351,DBH,I,
28352,NET,I,
28353,DBH,II,
28354,NET,II,
28355,DBH,III,
28356,NET,III,
28357,DBH,IVa,
28358,NET,IVa,
28359,DBH,IVb,
28360,NET,IVb,
28361,DBH,IVc,
28362,NET,IVc,
28363,DBH,IVc,
28364,NET,IVc,
28365,DBH,V,
28366,NET,V,
28367,DBH,VI,
28368,NET,VI,
28369,DBH,I,
28370,NET,I,
28371,DBH,II,
28372,NET,II,
28373,DBH,III,
28374,NET,III,
28375,DBH,IVa,
28376,NET,IVa,
28377,DBH,IVb,
28378,NET,IVb,
28379,DBH,IVc,
28380,NET,IVc,
28381,DBH,IVc,
28382,NET,IVc,
28383,DBH,V,
28384,NET,V,
28385,DBH,VI,
28386,NET,VI,
28387,DBH,I,
28388,NET,I,
28389,DBH,II,
28390,NET,II,
28391,DBH,III,
28392,NET,III,
28393,DBH,IVa,
28394,NET,IVa,
28395,DBH,IVb,
28396,NET,IVb,
28397,DBH,IVc,
28398,NET,IVc,
28399,DBH,IVc,
28400,NET,IVc,
28401,DBH,V,
28402,NET,V,
28403,DBH,VI,
28404,NET,VI,
28405,DBH,I,
28406,NET,I,
28407,DBH,II,
28408,NET,II,
28409,DBH,III,
28410,NET,III,
28411,DBH,IVa,
28412,NET,IVa,
28413,DBH,IVb,
28414,NET,IVb,
28415,DBH,IVc,
28416,NET,IVc,
28417,DBH,IVc,
28418,NET,IVc,
28419,DBH,V,
28420,NET,V,
28421,DBH,VI,
28422,NET,VI,
28423,DBH,I,
28424,NET,I,
28425,DBH,II,
28426,NET,II,
28427,DBH,III,
28428,NET,III,
28429,DBH,IVa,
28430,NET,IVa,
28431,DBH,IVb,
28432,NET,IVb,
28433,DBH,IVc,
28434,NET,IVc,
28435,DBH,IVc,
28436,NET,IVc,
28437,DBH,V,
28438,NET,V,
28439,DBH,VI,
28440,NET,VI,
28441,DBH,I,
28442,NET,I,
28443,DBH,II,
28444,NET,II,
28445,DBH,III,
28446,NET,III,
28447,DBH,IVa,
28448,NET,IVa,
28449,DBH,IVb,
28450,NET,IVb,
28451,DBH,IVc,
28452,NET,IVc,
28453,DBH,IVc,
28454,NET,IVc,
28455,DBH,V,
28456,NET,V,
28457,DBH,VI,
28458,NET,VI,
28459,DBH,I,
28460,NET,I,
28461,DBH,II,
28462,NET,II,
28463,DBH,III,
28464,NET,III,
28465,DBH,IVa,
28466,NET,IVa,
28467,DBH,IVb,
28468,NET,IVb,
28469,DBH,IVc,
28470,NET,IVc,
28471,DBH,IVc,
28472,NET,IVc,
28473,DBH,V,
28474,NET,V,
28475,DBH,VI,
28476,NET,VI,
28477,DBH,I,
28478,NET,I,
28479,DBH,II,
28480,NET,II,
28481,DBH,III,
28482,NET,III,
28483,DBH,IVa,
28484,NET,IVa,
28485,DBH,IVb,
28486,NET,IVb,
28487,DBH,IVc,
28488,NET,IVc,
28489,DBH,IVc,
28490,NET,IVc,
28491,DBH,V,
28492,NET,V,
28493,DBH,VI,
28494,NET,VI,
28495,DBH,I,
28496,NET,I,
28497,DBH,II,
28498,NET,II,
28499,DBH,III,
28500,NET,III,
28501,DBH,IVa,
28502,NET,IVa,
28503,DBH,IVb,
28504,NET,IVb,
28505,DBH,IVc,
28506,NET,IVc,
28507,DBH,IVc,
28508,NET,IVc,
28509,DBH,V,
28510,NET,V,
28511,DBH,VI,
28512,NET,VI,
28513,DBH,I,
28514,NET,I,
28515,DBH,II,
28516,NET,II,
28517,DBH,III,
28518,NET,III,
28519,DBH,IVa,
28520,NET,IVa,
28521,DBH,IVb,
28522,NET,IVb,
28523,DBH,IVc,
28524,NET,IVc,
28525,DBH,IVc,
28526,NET,IVc,
28527,DBH,V,
28528,NET,V,
28529,DBH,VI,
28530,NET,VI,
28531,DBH,I,
28532,NET,I,
28533,DBH,II,
28534,NET,II,
28535,DBH,III,
28536,NET,III,
28537,DBH,IVa,
28538,NET,IVa,
28539,DBH,IVb,
28540,NET,IVb,
28541,DBH,IVc,
28542,NET,IVc,
28543,DBH,IVc,
28544,NET,IVc,
28545,DBH,V,
28546,NET,V,
28547,DBH,VI,
28548,NET,VI,
28549,DBH,I,
28550,NET,I,
28551,DBH,II,
28552,NET,II,
28553,DBH,III,
28554,NET,III,
28555,DBH,IVa,
28556,NET,IVa,
28557,DBH,IVb,
28558,NET,IVb,
28559,DBH,IVc,
28560,NET,IVc,
28561,DBH,IVc,
28562,NET,IVc,
28563,DBH,V,
28564,NET,V,
28565,DBH,VI,
28566,NET,VI,
28567,DBH,I,
28568,NET,I,
28569,DBH,II,
28570,NET,II,
28571,DBH,III,
28572,NET,III,
