,area,protein,layer,value
22302,V2,NET,III,
22303,V1,NET,IV,
22304,V2,NET,IV,
22305,V1,NET,V,
22306,V2,NET,V,
22307,V1,NET,VI,
22308,V2,NET,VI,
22309,V1,NET,I,
22310,V2,NET,I,
22311,V1,NET,II,
22312,V2,NET,II,
22313,V1,NET,III,
22314,V2,NET,III,
22315,V1,NET,IV,
22316,V2,NET,IV,
22317,V1,NET,V,
22318,V2,NET,V,
22319,V1,NET,VI,
22320,V2,NET,VI,
22321,V1,NET,I,
22322,V2,NET,I,
22323,V1,NET,II,
22324,V2,NET,II,
22325,V1,NET,III,
22326,V2,NET,III,
22327,V1,NET,IV,
22328,V2,NET,IV,
22329,V1,NET,V,
22330,V2,NET,V,
22331,V1,NET,VI,
22332,V2,NET,VI,
22333,V1,NET,I,
22334,V2,NET,I,
22335,V1,NET,II,
22336,V2,NET,II,
22337,V1,NET,III,
22338,V2,NET,III,
22339,V1,NET,IV,
22340,V2,NET,IV,
22341,V1,NET,V,
22342,V2,NET,V,
22343,V1,NET,VI,
22344,V2,NET,VI,
22345,V1,NET,I,
22346,V2,NET,I,
22347,V1,NET,II,
22348,V2,NET,II,
22349,V1,NET,III,
22350,V2,NET,III,
22351,V1,NET,IV,
22352,V2,NET,IV,
22353,V1,NET,V,
22354,V2,NET,V,
22355,V1,NET,VI,
22356,V2,NET,VI,
22357,V1,NET,I,
22358,V2,NET,I,
22359,V1,NET,II,
22360,V2,NET,II,
22361,V1,NET,III,
22362,V2,NET,III,
22363,V1,NET,IV,
22364,V2,NET,IV,
22365,V1,NET,V,
22366,V2,NET,V,
22367,V1,NET,VI,
22368,V2,NET,VI,
22369,V1,NET,I,
22370,V2,NET,I,
22371,V1,NET,II,
22372,V2,NET,II,
22373,V1,NET,III,
22374,V2,NET,III,
22375,V1,NET,IV,
22376,V2,NET,IV,
22377,V1,NET,V,
22378,V2,NET,V,
22379,V1,NET,VI,
22380,V2,NET,VI,
22381,V1,NET,I,
22382,V2,NET,I,
22383,V1,NET,II,
22384,V2,NET,II,
22385,V1,NET,III,
22386,V2,NET,III,
22387,V1,NET,IV,
22388,V2,NET,IV,
22389,V1,NET,V,
22390,V2,NET,V,
22391,V1,NET,VI,
22392,V2,NET,VI,
22393,V1,NET,I,
22394,V2,NET,I,
22395,V1,NET,II,
22396,V2,NET,II,
22397,V1,NET,III,
22398,V2,NET,III,
22399,V1,NET,IV,
22400,V2,NET,IV,
22401,V1,NET,V,
22402,V2,NET,V,
22403,V1,NET,VI,
22404,V2,NET,VI,
22405,V1,NET,I,
22406,V2,NET,I,
22407,V1,NET,II,
22408,V2,NET,II,
22409,V1,NET,III,
22410,V2,NET,III,
22411,V1,NET,IV,
22412,V2,NET,IV,
22413,V1,NET,V,
22414,V2,NET,V,
22415,V1,NET,VI,
22416,V2,NET,VI,
22417,V1,NET,I,
22418,V2,NET,I,
22419,V1,NET,II,
22420,V2,NET,II,
22421,V1,NET,III,
22422,V2,NET,III,
22423,V1,NET,IV,
22424,V2,NET,IV,
22425,V1,NET,V,
22426,V2,NET,V,
22427,V1,NET,VI,
22428,V2,NET,VI,
22429,V1,NET,I,
22430,V2,NET,I,
22431,V1,NET,II,
22432,V2,NET,II,
22433,V1,NET,III,
22434,V2,NET,III,
22435,V1,NET,IV,
22436,V2,NET,IV,
22437,V1,NET,V,
22438,V2,NET,V,
22439,V1,NET,VI,
22440,V2,NET,VI,
22441,V1,NET,I,
22442,V2,NET,I,
22443,V1,NET,II,
22444,V2,NET,II,
22445,V1,NET,III,
22446,V2,NET,III,
22447,V1,NET,IV,
22448,V2,NET,IV,
22449,V1,NET,V,
22450,V2,NET,V,
22451,V1,NET,VI,
22452,V2,NET,VI,
22453,V1,NET,I,
22454,V2,NET,I,
22455,V1,NET,II,
22456,V2,NET,II,
22457,V1,NET,III,
22458,V2,NET,III,
22459,V1,NET,IV,
22460,V2,NET,IV,
22461,V1,NET,V,
22462,V2,NET,V,
22463,V1,NET,VI,
22464,V2,NET,VI,
22465,V1,NET,I,
22466,V2,NET,I,
22467,V1,NET,II,
22468,V2,NET,II,
22469,V1,NET,III,
22470,V2,NET,III,
22471,V1,NET,IV,
22472,V2,NET,IV,
22473,V1,NET,V,
22474,V2,NET,V,
22475,V1,NET,VI,
22476,V2,NET,VI,
22477,V1,NET,I,
22478,V2,NET,I,
22479,V1,NET,II,
22480,V2,NET,II,
22481,V1,NET,III,
22482,V2,NET,III,
22483,V1,NET,IV,
22484,V2,NET,IV,
22485,V1,NET,V,
22486,V2,NET,V,
22487,V1,NET,VI,
22488,V2,NET,VI,
22489,V1,NET,I,
22490,V2,NET,I,
22491,V1,NET,II,
22492,V2,NET,II,
22493,V1,NET,III,
22494,V2,NET,III,
22495,V1,NET,IV,
22496,V2,NET,IV,
22497,V1,NET,V,
22498,V2,NET,V,
22499,V1,NET,VI,
22500,V2,NET,VI,
22501,V1,NET,I,
22502,V2,NET,I,
22503,V1,NET,II,
22504,V2,NET,II,
22505,V1,NET,III,
22506,V2,NET,III,
22507,V1,NET,IV,
22508,V2,NET,IV,
22509,V1,NET,V,
22510,V2,NET,V,
22511,V1,NET,VI,
22512,V2,NET,VI,
22513,V1,NET,I,
22514,V2,NET,I,
22515,V1,NET,II,
22516,V2,NET,II,
22517,V1,NET,III,
22518,V2,NET,III,
22519,V1,NET,IV,
22520,V2,NET,IV,
22521,V1,NET,V,
22522,V2,NET,V,
22523,V1,NET,VI,
22524,V2,NET,VI,
22525,V1,NET,I,
22526,V2,NET,I,
22527,V1,NET,II,
22528,V2,NET,II,
22529,V1,NET,III,
22530,V2,NET,III,
22531,V1,NET,IV,
22532,V2,NET,IV,
22533,V1,NET,V,
22534,V2,NET,V,
22535,V1,NET,VI,
22536,V2,NET,VI,
22537,V1,NET,I,
22538,V2,NET,I,
22539,V1,NET,II,
22540,V2,NET,II,
22541,V1,NET,III,
22542,V2,NET,III,
22543,V1,NET,IV,
22544,V2,NET,IV,
22545,V1,NET,V,
22546,V2,NET,V,
22547,V1,NET,VI,
22548,V2,NET,VI,
22549,V1,NET,I,
22550,V2,NET,I,
22551,V1,NET,II,
22552,V2,NET,II,
22553,V1,NET,III,
22554,V2,NET,III,
22555,V1,NET,IV,
22556,V2,NET,IV,
22557,V1,NET,V,
22558,V2,NET,V,
22559,V1,NET,VI,
22560,V2,NET,VI,
22561,V1,NET,I,
22562,V2,NET,I,
22563,V1,NET,II,
22564,V2,NET,II,
22565,V1,NET,III,
22566,V2,NET,III,
22567,V1,NET,IV,
22568,V2,NET,IV,
22569,V1,NET,V,
22570,V2,NET,V,
22571,V1,NET,VI,
22572,V2,NET,VI,
22573,V1,NET,I,
22574,V2,NET,I,
22575,V1,NET,II,
22576,V2,NET,II,
22577,V1,NET,III,
22578,V2,NET,III,
22579,V1,NET,IV,
22580,V2,NET,IV,
22581,V1,NET,V,
22582,V2,NET,V,
22583,V1,NET,VI,
22584,V2,NET,VI,
22585,V1,NET,I,
22586,V2,NET,I,
22587,V1,NET,II,
22588,V2,NET,II,
22589,V1,NET,III,
22590,V2,NET,III,
22591,V1,NET,IV,
22592,V2,NET,IV,
22593,V1,NET,V,
22594,V2,NET,V,
22595,V1,NET,VI,
22596,V2,NET,VI,
22597,V1,NET,I,
22598,V2,NET,I,
22599,V1,NET,II,
22600,V2,NET,II,
22601,V1,NET,III,
22602,V2,NET,III,
22603,V1,NET,IV,
22604,V2,NET,IV,
22605,V1,NET,V,
22606,V2,NET,V,
22607,V1,NET,VI,
22608,V2,NET,VI,
22609,V1,NET,I,
22610,V2,NET,I,
22611,V1,NET,II,
22612,V2,NET,II,
22613,V1,NET,III,
22614,V2,NET,III,
22615,V1,NET,IV,
22616,V2,NET,IV,
22617,V1,NET,V,
22618,V2,NET,V,
22619,V1,NET,VI,
22620,V2,NET,VI,
22621,V1,NET,I,
22622,V2,NET,I,
22623,V1,NET,II,
22624,V2,NET,II,
22625,V1,NET,III,
22626,V2,NET,III,
22627,V1,NET,IV,
22628,V2,NET,IV,
22629,V1,NET,V,
22630,V2,NET,V,
22631,V1,NET,VI,
22632,V2,NET,VI,
22633,V1,NET,I,
22634,V2,NET,I,
22635,V1,NET,II,
22636,V2,NET,II,
22637,V1,NET,III,
22638,V2,NET,III,
22639,V1,NET,IV,
22640,V2,NET,IV,
22641,V1,NET,V,
22642,V2,NET,V,
22643,V1,NET,VI,
22644,V2,NET,VI,
22645,V1,NET,I,
22646,V2,NET,I,
22647,V1,NET,II,
22648,V2,NET,II,
22649,V1,NET,III,
22650,V2,NET,III,
22651,V1,NET,IV,
22652,V2,NET,IV,
22653,V1,NET,V,
22654,V2,NET,V,
22655,V1,NET,VI,
22656,V2,NET,VI,
22657,V1,NET,I,
22658,V2,NET,I,
22659,V1,NET,II,
22660,V2,NET,II,
22661,V1,NET,III,
22662,V2,NET,III,
22663,V1,NET,IV,
22664,V2,NET,IV,
22665,V1,NET,V,
22666,V2,NET,V,
22667,V1,NET,VI,
22668,V2,NET,VI,
22669,V1,NET,I,
22670,V2,NET,I,
22671,V1,NET,II,
22672,V2,NET,II,
22673,V1,NET,III,
22674,V2,NET,III,
22675,V1,NET,IV,
22676,V2,NET,IV,
22677,V1,NET,V,
22678,V2,NET,V,
22679,V1,NET,VI,
22680,V2,NET,VI,
22681,V1,NET,I,
22682,V2,NET,I,
22683,V1,NET,II,
22684,V2,NET,II,
22685,V1,NET,III,
22686,V2,NET,III,
22687,V1,NET,IV,
22688,V2,NET,IV,
22689,V1,NET,V,
22690,V2,NET,V,
22691,V1,NET,VI,
22692,V2,NET,VI,
22693,V1,NET,I,
22694,V2,NET,I,
22695,V1,NET,II,
22696,V2,NET,II,
22697,V1,NET,III,
22698,V2,NET,III,
22699,V1,NET,IV,
22700,V2,NET,IV,
22701,V1,NET,V,
22702,V2,NET,V,
22703,V1,NET,VI,
22704,V2,NET,VI,
22705,V1,NET,I,
22706,V2,NET,I,
22707,V1,NET,II,
22708,V2,NET,II,
22709,V1,NET,III,
22710,V2,NET,III,
22711,V1,NET,IV,
22712,V2,NET,IV,
22713,V1,NET,V,
22714,V2,NET,V,
22715,V1,NET,VI,
22716,V2,NET,VI,
22717,V1,NET,I,
22718,V2,NET,I,
22719,V1,NET,II,
22720,V2,NET,II,
22721,V1,NET,III,
22722,V2,NET,III,
22723,V1,NET,IV,
22724,V2,NET,IV,
22725,V1,NET,V,
22726,V2,NET,V,
22727,V1,NET,VI,
22728,V2,NET,VI,
22729,V1,NET,I,
22730,V2,NET,I,
22731,V1,NET,II,
22732,V2,NET,II,
22733,V1,NET,III,
22734,V2,NET,III,
22735,V1,NET,IV,
22736,V2,NET,IV,
22737,V1,NET,V,
22738,V2,NET,V,
22739,V1,NET,VI,
22740,V2,NET,VI,
22741,V1,NET,I,
22742,V2,NET,I,
22743,V1,NET,II,
22744,V2,NET,II,
22745,V1,NET,III,
22746,V2,NET,III,
22747,V1,NET,IV,
22748,V2,NET,IV,
22749,V1,NET,V,
22750,V2,NET,V,
22751,V1,NET,VI,
22752,V2,NET,VI,
22753,V1,NET,I,
22754,V2,NET,I,
22755,V1,NET,II,
22756,V2,NET,II,
22757,V1,NET,III,
22758,V2,NET,III,
22759,V1,NET,IV,
22760,V2,NET,IV,
22761,V1,NET,V,
22762,V2,NET,V,
22763,V1,NET,VI,
22764,V2,NET,VI,
22765,V1,NET,I,
22766,V2,NET,I,
22767,V1,NET,II,
22768,V2,NET,II,
22769,V1,NET,III,
22770,V2,NET,III,
22771,V1,NET,IV,
22772,V2,NET,IV,
22773,V1,NET,V,
22774,V2,NET,V,
22775,V1,NET,VI,
22776,V2,NET,VI,
22777,V1,NET,I,
22778,V2,NET,I,
22779,V1,NET,II,
22780,V2,NET,II,
22781,V1,NET,III,
22782,V2,NET,III,
22783,V1,NET,IV,
22784,V2,NET,IV,
22785,V1,NET,V,
22786,V2,NET,V,
22787,V1,NET,VI,
22788,V2,NET,VI,
22789,V1,NET,I,
22790,V2,NET,I,
22791,V1,NET,II,
22792,V2,NET,II,
22793,V1,NET,III,
22794,V2,NET,III,
22795,V1,NET,IV,
22796,V2,NET,IV,
22797,V1,NET,V,
22798,V2,NET,V,
22799,V1,NET,VI,
22800,V2,NET,VI,
22801,V1,NET,I,
22802,V2,NET,I,
22803,V1,NET,II,
22804,V2,NET,II,
22805,V1,NET,III,
22806,V2,NET,III,
22807,V1,NET,IV,
22808,V2,NET,IV,
22809,V1,NET,V,
22810,V2,NET,V,
22811,V1,NET,VI,
22812,V2,NET,VI,
22813,V1,NET,I,
22814,V2,NET,I,
22815,V1,NET,II,
22816,V2,NET,II,
22817,V1,NET,III,
22818,V2,NET,III,
22819,V1,NET,IV,
22820,V2,NET,IV,
22821,V1,NET,V,
22822,V2,NET,V,
22823,V1,NET,VI,
22824,V2,NET,VI,
22825,V1,NET,I,
22826,V2,NET,I,
22827,V1,NET,II,
22828,V2,NET,II,
22829,V1,NET,III,
22830,V2,NET,III,
22831,V1,NET,IV,
22832,V2,NET,IV,
22833,V1,NET,V,
22834,V2,NET,V,
22835,V1,NET,VI,
22836,V2,NET,VI,
22837,V1,NET,I,
22838,V2,NET,I,
22839,V1,NET,II,
22840,V2,NET,II,
22841,V1,NET,III,
22842,V2,NET,III,
22843,V1,NET,IV,
22844,V2,NET,IV,
22845,V1,NET,V,
22846,V2,NET,V,
22847,V1,NET,VI,
22848,V2,NET,VI,
22849,V1,NET,I,
22850,V2,NET,I,
22851,V1,NET,II,
22852,V2,NET,II,
22853,V1,NET,III,
22854,V2,NET,III,
22855,V1,NET,IV,
22856,V2,NET,IV,
22857,V1,NET,V,
22858,V2,NET,V,
22859,V1,NET,VI,
22860,V2,NET,VI,
22861,V1,NET,I,
22862,V2,NET,I,
22863,V1,NET,II,
22864,V2,NET,II,
22865,V1,NET,III,
22866,V2,NET,III,
22867,V1,NET,IV,
22868,V2,NET,IV,
22869,V1,NET,V,
22870,V2,NET,V,
22871,V1,NET,VI,
22872,V2,NET,VI,
22873,V1,NET,I,
22874,V2,NET,I,
22875,V1,NET,II,
22876,V2,NET,II,
22877,V1,NET,III,
22878,V2,NET,III,
22879,V1,NET,IV,
22880,V2,NET,IV,
22881,V1,NET,V,
22882,V2,NET,V,
22883,V1,NET,VI,
22884,V2,NET,VI,
22885,V1,NET,I,
22886,V2,NET,I,
22887,V1,NET,II,
22888,V2,NET,II,
22889,V1,NET,III,
22890,V2,NET,III,
22891,V1,NET,IV,
22892,V2,NET,IV,
22893,V1,NET,V,
22894,V2,NET,V,
22895,V1,NET,VI,
22896,V2,NET,VI,
22897,V1,NET,I,
22898,V2,NET,I,
22899,V1,NET,II,
22900,V2,NET,II,
22901,V1,NET,III,
22902,V2,NET,III,
22903,V1,NET,IV,
22904,V2,NET,IV,
22905,V1,NET,V,
22906,V2,NET,V,
22907,V1,NET,VI,
22908,V2,NET,VI,
22909,V1,NET,I,
22910,V2,NET,I,
22911,V1,NET,II,
22912,V2,NET,II,
22913,V1,NET,III,
22914,V2,NET,III,
22915,V1,NET,IV,
22916,V2,NET,IV,
22917,V1,NET,V,
22918,V2,NET,V,
22919,V1,NET,VI,
22920,V2,NET,VI,
22921,V1,NET,I,
22922,V2,NET,I,
22923,V1,NET,II,
22924,V2,NET,II,
22925,V1,NET,III,
22926,V2,NET,III,
22927,V1,NET,IV,
22928,V2,NET,IV,
22929,V1,NET,V,
22930,V2,NET,V,
22931,V1,NET,VI,
22932,V2,NET,VI,
22933,V1,NET,I,
22934,V2,NET,I,
22935,V1,NET,II,
22936,V2,NET,II,
22937,V1,NET,III,
22938,V2,NET,III,
22939,V1,NET,IV,
22940,V2,NET,IV,
22941,V1,NET,V,
22942,V2,NET,V,
22943,V1,NET,VI,
22944,V2,NET,VI,
22945,V1,NET,I,
22946,V2,NET,I,
22947,V1,NET,II,
22948,V2,NET,II,
22949,V1,NET,III,
22950,V2,NET,III,
22951,V1,NET,IV,
22952,V2,NET,IV,
22953,V1,NET,V,
22954,V2,NET,V,
22955,V1,NET,VI,
22956,V2,NET,VI,
22957,V1,NET,I,
22958,V2,NET,I,
22959,V1,NET,II,
22960,V2,NET,II,
22961,V1,NET,III,
22962,V2,NET,III,
22963,V1,NET,IV,
22964,V2,NET,IV,
22965,V1,NET,V,
22966,V2,NET,V,
22967,V1,NET,VI,
22968,V2,NET,VI,
22969,V1,NET,I,
22970,V2,NET,I,
22971,V1,NET,II,
22972,V2,NET,II,
22973,V1,NET,III,
22974,V2,NET,III,
22975,V1,NET,IV,
22976,V2,NET,IV,
22977,V1,NET,V,
22978,V2,NET,V,
22979,V1,NET,VI,
22980,V2,NET,VI,
22981,V1,NET,I,
22982,V2,NET,I,
22983,V1,NET,II,
22984,V2,NET,II,
22985,V1,NET,III,
22986,V2,NET,III,
22987,V1,NET,IV,
22988,V2,NET,IV,
22989,V1,NET,V,
22990,V2,NET,V,
22991,V1,NET,VI,
22992,V2,NET,VI,
22993,V1,NET,I,
22994,V2,NET,I,
22995,V1,NET,II,
22996,V2,NET,II,
22997,V1,NET,III,
22998,V2,NET,III,
22999,V1,NET,IV,
23000,V2,NET,IV,
23001,V1,NET,V,
23002,V2,NET,V,
23003,V1,NET,VI,
23004,V2,NET,VI,
23005,V1,NET,I,
23006,V2,NET,I,
23007,V1,NET,II,
23008,V2,NET,II,
23009,V1,NET,III,
23010,V2,NET,III,
23011,V1,NET,IV,
23012,V2,NET,IV,
23013,V1,NET,V,
23014,V2,NET,V,
23015,V1,NET,VI,
23016,V2,NET,VI,
23017,V1,NET,I,
23018,V2,NET,I,
23019,V1,NET,II,
23020,V2,NET,II,
23021,V1,NET,III,
23022,V2,NET,III,
23023,V1,NET,IV,
23024,V2,NET,IV,
23025,V1,NET,V,
23026,V2,NET,V,
23027,V1,NET,VI,
23028,V2,NET,VI,
23029,V1,NET,I,
23030,V2,NET,I,
23031,V1,NET,II,
23032,V2,NET,II,
23033,V1,NET,III,
23034,V2,NET,III,
23035,V1,NET,IV,
23036,V2,NET,IV,
23037,V1,NET,V,
23038,V2,NET,V,
23039,V1,NET,VI,
23040,V2,NET,VI,
23041,V1,NET,I,
23042,V2,NET,I,
23043,V1,NET,II,
23044,V2,NET,II,
23045,V1,NET,III,
23046,V2,NET,III,
23047,V1,NET,IV,
23048,V2,NET,IV,
23049,V1,NET,V,
23050,V2,NET,V,
23051,V1,NET,VI,
23052,V2,NET,VI,
23053,V1,NET,I,
23054,V2,NET,I,
23055,V1,NET,II,
23056,V2,NET,II,
23057,V1,NET,III,
23058,V2,NET,III,
23059,V1,NET,IV,
23060,V2,NET,IV,
23061,V1,NET,V,
23062,V2,NET,V,
23063,V1,NET,VI,
23064,V2,NET,VI,
23065,V1,NET,I,
23066,V2,NET,I,
23067,V1,NET,II,
23068,V2,NET,II,
23069,V1,NET,III,
23070,V2,NET,III,
23071,V1,NET,IV,
23072,V2,NET,IV,
23073,V1,NET,V,
23074,V2,NET,V,
23075,V1,NET,VI,
23076,V2,NET,VI,
23077,V1,NET,I,
23078,V2,NET,I,
23079,V1,NET,II,
23080,V2,NET,II,
23081,V1,NET,III,
23082,V2,NET,III,
23083,V1,NET,IV,
23084,V2,NET,IV,
23085,V1,NET,V,
23086,V2,NET,V,
23087,V1,NET,VI,
23088,V2,NET,VI,
23089,V1,NET,I,
23090,V2,NET,I,
23091,V1,NET,II,
23092,V2,NET,II,
23093,V1,NET,III,
23094,V2,NET,III,
23095,V1,NET,IV,
23096,V2,NET,IV,
23097,V1,NET,V,
23098,V2,NET,V,
23099,V1,NET,VI,
23100,V2,NET,VI,
23101,V1,NET,I,
23102,V2,NET,I,
23103,V1,NET,II,
23104,V2,NET,II,
23105,V1,NET,III,
23106,V2,NET,III,
23107,V1,NET,IV,
23108,V2,NET,IV,
23109,V1,NET,V,
23110,V2,NET,V,
23111,V1,NET,VI,
23112,V2,NET,VI,
23113,V1,NET,I,
23114,V2,NET,I,
23115,V1,NET,II,
23116,V2,NET,II,
23117,V1,NET,III,
23118,V2,NET,III,
23119,V1,NET,IV,
23120,V2,NET,IV,
23121,V1,NET,V,
23122,V2,NET,V,
23123,V1,NET,VI,
23124,V2,NET,VI,
23125,V1,NET,I,
23126,V2,NET,I,
23127,V1,NET,II,
23128,V2,NET,II,
23129,V1,NET,III,
23130,V2,NET,III,
23131,V1,NET,IV,
23132,V2,NET,IV,
23133,V1,NET,V,
23134,V2,NET,V,
23135,V1,NET,VI,
23136,V2,NET,VI,
23137,V1,NET,I,
23138,V2,NET,I,
23139,V1,NET,II,
23140,V2,NET,II,
23141,V1,NET,III,
23142,V2,NET,III,
23143,V1,NET,IV,
23144,V2,NET,IV,
23145,V1,NET,V,
23146,V2,NET,V,
23147,V1,NET,VI,
23148,V2,NET,VI,
23149,V1,NET,I,
23150,V2,NET,I,
23151,V1,NET,II,
23152,V2,NET,II,
23153,V1,NET,III,
23154,V2,NET,III,
23155,V1,NET,IV,
23156,V2,NET,IV,
23157,V1,NET,V,
23158,V2,NET,V,
23159,V1,NET,VI,
23160,V2,NET,VI,
23161,V1,NET,I,
23162,V2,NET,I,
23163,V1,NET,II,
23164,V2,NET,II,
23165,V1,NET,III,
23166,V2,NET,III,
23167,V1,NET,IV,
23168,V2,NET,IV,
23169,V1,NET,V,
23170,V2,NET,V,
23171,V1,NET,VI,
23172,V2,NET,VI,
23173,V1,NET,I,
23174,V2,NET,I,
23175,V1,NET,II,
23176,V2,NET,II,
23177,V1,NET,III,
23178,V2,NET,III,
23179,V1,NET,IV,
23180,V2,NET,IV,
23181,V1,NET,V,
23182,V2,NET,V,
23183,V1,NET,VI,
23184,V2,NET,VI,
23185,V1,NET,I,
23186,V2,NET,I,
23187,V1,NET,II,
23188,V2,NET,II,
23189,V1,NET,III,
23190,V2,NET,III,
23191,V1,NET,IV,
23192,V2,NET,IV,
23193,V1,NET,V,
23194,V2,NET,V,
23195,V1,NET,VI,
23196,V2,NET,VI,
23197,V1,NET,I,
23198,V2,NET,I,
23199,V1,NET,II,
23200,V2,NET,II,
23201,V1,NET,III,
23202,V2,NET,III,
23203,V1,NET,IV,
23204,V2,NET,IV,
23205,V1,NET,V,
23206,V2,NET,V,
23207,V1,NET,VI,
23208,V2,NET,VI,
23209,V1,NET,I,
23210,V2,NET,I,
23211,V1,NET,II,
23212,V2,NET,II,
23213,V1,NET,III,
23214,V2,NET,III,
23215,V1,NET,IV,
23216,V2,NET,IV,
23217,V1,NET,V,
23218,V2,NET,V,
23219,V1,NET,VI,
23220,V2,NET,VI,
23221,V1,NET,I,
23222,V2,NET,I,
23223,V1,NET,II,
23224,V2,NET,II,
23225,V1,NET,III,
23226,V2,NET,III,
23227,V1,NET,IV,
23228,V2,NET,IV,
23229,V1,NET,V,
23230,V2,NET,V,
23231,V1,NET,VI,
23232,V2,NET,VI,
23233,V1,NET,I,
23234,V2,NET,I,
23235,V1,NET,II,
23236,V2,NET,II,
23237,V1,NET,III,
23238,V2,NET,III,
23239,V1,NET,IV,
23240,V2,NET,IV,
23241,V1,NET,V,
23242,V2,NET,V,
23243,V1,NET,VI,
23244,V2,NET,VI,
23245,V1,NET,I,
23246,V2,NET,I,
23247,V1,NET,II,
23248,V2,NET,II,
23249,V1,NET,III,
23250,V2,NET,III,
23251,V1,NET,IV,
23252,V2,NET,IV,
23253,V1,NET,V,
23254,V2,NET,V,
23255,V1,NET,VI,
23256,V2,NET,VI,
23257,V1,NET,I,
23258,V2,NET,I,
23259,V1,NET,II,
23260,V2,NET,II,
23261,V1,NET,III,
23262,V2,NET,III,
23263,V1,NET,IV,
23264,V2,NET,IV,
23265,V1,NET,V,
23266,V2,NET,V,
23267,V1,NET,VI,
23268,V2,NET,VI,
23269,V1,NET,I,
23270,V2,NET,I,
23271,V1,NET,II,
23272,V2,NET,II,
23273,V1,NET,III,
23274,V2,NET,III,
23275,V1,NET,IV,
23276,V2,NET,IV,
23277,V1,NET,V,
23278,V2,NET,V,
23279,V1,NET,VI,
23280,V2,NET,VI,
23281,V1,NET,I,
23282,V2,NET,I,
23283,V1,NET,II,
23284,V2,NET,II,
23285,V1,NET,III,
23286,V2,NET,III,
23287,V1,NET,IV,
23288,V2,NET,IV,
23289,V1,NET,V,
23290,V2,NET,V,
23291,V1,NET,VI,
23292,V2,NET,VI,
23293,V1,NET,I,
23294,V2,NET,I,
23295,V1,NET,II,
23296,V2,NET,II,
23297,V1,NET,III,
23298,V2,NET,III,
23299,V1,NET,IV,
23300,V2,NET,IV,
23301,V1,NET,V,
23302,V2,NET,V,
23303,V1,NET,VI,
23304,V2,NET,VI,
23305,V1,NET,I,
23306,V2,NET,I,
23307,V1,NET,II,
23308,V2,NET,II,
23309,V1,NET,III,
23310,V2,NET,III,
23311,V1,NET,IV,
23312,V2,NET,IV,
23313,V1,NET,V,
23314,V2,NET,V,
23315,V1,NET,VI,
23316,V2,NET,VI,
23317,V1,NET,I,
23318,V2,NET,I,
23319,V1,NET,II,
23320,V2,NET,II,
23321,V1,NET,III,
23322,V2,NET,III,
23323,V1,NET,IV,
23324,V2,NET,IV,
23325,V1,NET,V,
23326,V2,NET,V,
23327,V1,NET,VI,
23328,V2,NET,VI,
23329,V1,NET,I,
23330,V2,NET,I,
23331,V1,NET,II,
23332,V2,NET,II,
23333,V1,NET,III,
23334,V2,NET,III,
23335,V1,NET,IV,
23336,V2,NET,IV,
23337,V1,NET,V,
23338,V2,NET,V,
23339,V1,NET,VI,
23340,V2,NET,VI,
23341,V1,NET,I,
23342,V2,NET,I,
23343,V1,NET,II,
23344,V2,NET,II,
23345,V1,NET,III,
23346,V2,NET,III,
23347,V1,NET,IV,
23348,V2,NET,IV,
23349,V1,NET,V,
23350,V2,NET,V,
23351,V1,NET,VI,
23352,V2,NET,VI,
23353,V1,NET,I,
23354,V2,NET,I,
23355,V1,NET,II,
23356,V2,NET,II,
23357,V1,NET,III,
23358,V2,NET,III,
23359,V1,NET,IV,
23360,V2,NET,IV,
23361,V1,NET,V,
23362,V2,NET,V,
23363,V1,NET,VI,
23364,V2,NET,VI,
23365,V1,NET,I,
23366,V2,NET,I,
23367,V1,NET,II,
23368,V2,NET,II,
23369,V1,NET,III,
23370,V2,NET,III,
23371,V1,NET,IV,
23372,V2,NET,IV,
23373,V1,NET,V,
23374,V2,NET,V,
23375,V1,NET,VI,
23376,V2,NET,VI,
23377,V1,NET,I,
23378,V2,NET,I,
23379,V1,NET,II,
23380,V2,NET,II,
23381,V1,NET,III,
23382,V2,NET,III,
23383,V1,NET,IV,
23384,V2,NET,IV,
23385,V1,NET,V,
23386,V2,NET,V,
23387,V1,NET,VI,
23388,V2,NET,VI,
23389,V1,NET,I,
23390,V2,NET,I,
23391,V1,NET,II,
23392,V2,NET,II,
23393,V1,NET,III,
23394,V2,NET,III,
23395,V1,NET,IV,
23396,V2,NET,IV,
23397,V1,NET,V,
23398,V2,NET,V,
23399,V1,NET,VI,
23400,V2,NET,VI,
23401,V1,NET,I,
23402,V2,NET,I,
23403,V1,NET,II,
23404,V2,NET,II,
23405,V1,NET,III,
23406,V2,NET,III,
23407,V1,NET,IV,
23408,V2,NET,IV,
23409,V1,NET,V,
23410,V2,NET,V,
23411,V1,NET,VI,
23412,V2,NET,VI,
23413,V1,NET,I,
23414,V2,NET,I,
23415,V1,NET,II,
23416,V2,NET,II,
23417,V1,NET,III,
23418,V2,NET,III,
23419,V1,NET,IV,
23420,V2,NET,IV,
23421,V1,NET,V,
23422,V2,NET,V,
23423,V1,NET,VI,
23424,V2,NET,VI,
23425,V1,NET,I,
23426,V2,NET,I,
23427,V1,NET,II,
23428,V2,NET,II,
23429,V1,NET,III,
23430,V2,NET,III,
23431,V1,NET,IV,
23432,V2,NET,IV,
23433,V1,NET,V,
23434,V2,NET,V,
23435,V1,NET,VI,
